#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Feb 29 23:46:14 EST 2020,45,45,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ DelMaxTest3+ InsertTest1+ SizeTest1+ SizeTest2+ SizeTest3+ SizeTest4+ SortTest2+ , ,DelMaxTest1- DelMaxTest2- DelMaxTest4- EverythingTest- GetMaxTest1- GetMaxTest2- GetMaxTest3- InsertTest2- InsertTest3- SortTest1- SortTest3- SortTest4- , ,
1,Sat Feb 29 23:46:34 EST 2020,45,0,GetMaxTestSuite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest3 InsertTest1 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SortTest2 , ,DelMaxTest1 DelMaxTest2 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest2 InsertTest3 SortTest1 SortTest3 SortTest4 , ,
2,Sat Feb 29 23:46:36 EST 2020,45,0,GetMaxTestSuite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest3 InsertTest1 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SortTest2 , ,DelMaxTest1 DelMaxTest2 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest2 InsertTest3 SortTest1 SortTest3 SortTest4 , ,
3,Sun Mar 01 00:00:46 EST 2020,40,-5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest3 InsertTest1 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 DelMaxTest2 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest2 InsertTest3 SortTest1 SortTest2- SortTest3 SortTest4 , ,
4,Sun Mar 01 00:00:56 EST 2020,40,0,BuildTestSuite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest3 InsertTest1 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 DelMaxTest2 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest2 InsertTest3 SortTest1 SortTest2 SortTest3 SortTest4 , ,
5,Sun Mar 01 00:01:34 EST 2020,40,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest3 InsertTest1 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 DelMaxTest2 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest2 InsertTest3 SortTest1 SortTest2 SortTest3 SortTest4 , ,
6,Sun Mar 01 00:05:31 EST 2020,40,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest3 InsertTest1 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 DelMaxTest2 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest2 InsertTest3 SortTest1 SortTest2 SortTest3 SortTest4 , ,
7,Sun Mar 01 00:30:06 EST 2020,59,19,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2+ DelMaxTest3 GetMaxTest2+ InsertTest1 InsertTest2+ InsertTest3+ SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest3 SortTest1 SortTest2 SortTest3 SortTest4 , ,
8,Sun Mar 01 00:34:01 EST 2020,59,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 GetMaxTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest3 SortTest1 SortTest2 SortTest3 SortTest4 , ,
9,Sun Mar 01 00:34:11 EST 2020,59,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 GetMaxTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest3 SortTest1 SortTest2 SortTest3 SortTest4 , ,
10,Sun Mar 01 00:47:56 EST 2020,63,4,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 DelMaxTest4+ GetMaxTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 EverythingTest GetMaxTest1 GetMaxTest3 SortTest1 SortTest2 SortTest3 SortTest4 , ,
11,Sun Mar 01 00:48:29 EST 2020,63,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 DelMaxTest4 GetMaxTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 EverythingTest GetMaxTest1 GetMaxTest3 SortTest1 SortTest2 SortTest3 SortTest4 , ,
12,Sun Mar 01 01:16:27 EST 2020,72,9,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 DelMaxTest4 GetMaxTest1+ GetMaxTest2 GetMaxTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 EverythingTest SortTest1 SortTest2 SortTest3 SortTest4 , ,
13,Sun Mar 01 01:18:30 EST 2020,72,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 DelMaxTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 EverythingTest SortTest1 SortTest2 SortTest3 SortTest4 , ,
14,Sun Mar 01 01:36:25 EST 2020,77,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 DelMaxTest4 EverythingTest+ GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 SortTest1 SortTest2 SortTest3 SortTest4 , ,
15,Sun Mar 01 01:37:43 EST 2020,77,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 SortTest1 SortTest2 SortTest3 SortTest4 , ,
16,Sun Mar 01 01:39:13 EST 2020,77,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 SortTest1 SortTest2 SortTest3 SortTest4 , ,
17,Sun Mar 01 01:43:57 EST 2020,77,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 SortTest1 SortTest2 SortTest3 SortTest4 , ,
18,Sun Mar 01 01:56:57 EST 2020,77,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest2 DelMaxTest3 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMaxTest1 SortTest1 SortTest2 SortTest3 SortTest4 , ,
19,Sun Mar 01 02:44:26 EST 2020,81,4,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest1+ DelMaxTest2 DelMaxTest3 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,SortTest1 SortTest2 SortTest3 SortTest4 , ,
20,Sun Mar 01 02:44:47 EST 2020,81,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMaxTest1 DelMaxTest2 DelMaxTest3 DelMaxTest4 EverythingTest GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,SortTest1 SortTest2 SortTest3 SortTest4 , ,
